Version,Model,Transmission,Fuel,City,Road,Average
SRT-8 4PTS 6.4L 8CIL 470HP AUT,2012,AUT,Gasolina,6.77,11.09,8.21
SRT-8 4PTS 6.4L 8CIL 465HP AUT,2013,AUT,Gasolina,6.77,11.09,8.21
SRT-8 4PTS 6.4L 8CIL 470HP AUT,2013,AUT,Gasolina,6.77,11.09,8.21
CGI 4PTS 4.7L 8CIL 402HP AUT TURBO,2012,AUT,Gasolina,6.75,14.5,10.19
CGI 4PTS 4.7L 8CIL 402HP AUT TURBO,2013,AUT,Gasolina,6.75,14.5,10.19
CGI CONVERTIBLE 2PTS 4.7L 8CIL 402HP AUT TURBO,2012,AUT,Gasolina,6.71,14.08,10.07
CGI CONVERTIBLE 2PTS 4.7L 8CIL 402HP AUT TURBO,2013,AUT,Gasolina,6.71,14.08,10.07
2.5 GT AWD 4PTS 2.5L 4CIL 265HP AUT (CVT) TURBO,2012,CVT,Gasolina,6.7,12.3,9.71
CGI 4PTS 4.7L 8CIL 402HP AUT TURBO,2014,AUT,Gasolina,6.7,14.5,10.14
CGI CONVERTIBLE 2PTS 4.7L 8CIL 402HP AUT TURBO,2014,AUT,Gasolina,6.7,14.5,10.14
CGI COUPE 2PTS 4.7L 8CIL 402HP AUT TURBO,2014,AUT,Gasolina,6.7,14.5,10.14
2PTS 5.2L 10CIL 525HP MAN QUATTRO,2016,MAN,Gasolina,6.7,12.3,8.43
2PTS 5.2L 10CIL 525HP STRONIC QUATTRO,2016,S TRONIC,Gasolina,6.7,12.3,8.43
2PTS 5.2L 10CIL 550HP STRONIC QUATTRO,2016,S TRONIC,Gasolina,6.7,12.2,8.41
S 4PTS 3.0L 6CIL 375HP AUT SUPERCARGADO,2016,AUT,Gasolina,6.7,11.9,9.62
SRT4PTAS 6.2L 8CIL 707HP AUT,2016,AUT,Gasolina,6.65,12.56,8.44
C AMG 2PTAS 4.0L 8CIL 557HP TURBO AUT,2018,AUT,Gasolina,6.62,11.11,9.36
C AMG CONVERTIBLE 2PTAS 4.0L 8CIL 557HP TURBO AUT,2018,AUT,Gasolina,6.62,11.11,9.36
R AMG 2PTAS 4.0L 8CIL 585HP TURBO AUT,2018,AUT,Gasolina,6.62,11.11,9.36
COUPE 2PTS 5.2L 10CIL 525HP STRONIC QUATTRO,2015,STRONIC,Gasolina,6.6,12.2,8.32
COUPE 2PTS 5.2L 10CIL 550HP STRONIC QUATTRO,2015,STRONIC,Gasolina,6.6,12.1,8.3
COUPE 2PTS 5.2L 10CIL 525HP MAN QUATTRO,2015,MAN,Gasolina,6.6,12.2,8.32
COUPE 2PTAS 5.2L 10CIL 525HP MAN QUATTRO,2017,MAN,Gasolina,6.6,12.2,8.32
COUPE 2PTAS 5.2L 10CIL 525HP STRONIC QUATTRO,2017,STRONIC,Gasolina,6.6,12.2,8.32
COUPE 2PTAS 5.2L 10CIL 550HP STRONIC QUATTRO,2017,STRONIC,Gasolina,6.6,12.1,8.3
SRT-8 4PTS 6.4L 8CIL 470HP AUT,2014,AUT,Gasolina,6.51,11.57,8.11
4PTS 6.0L 12CIL 625HP AUT (ZF) QUATTRO BITURBO,2016,AUT,Gasolina,6.5,12,8.19
GT6.0 3PTAS 12CIL 567/575/616/626 HP ZF8 QUATTRO TURBO,2016,ZF SPEED QUICKSHIFT,Gasolina,6.5,12,8.19
GTC CABRIO 2 PTAS 6.0L 12CIL 567/575/616/626 HP ZF8 QUATTROTURBO,2016,ZF SPEED QUICKSHIFT,Gasolina,6.5,12,8.19
GT6.0 3PTAS 12CIL 567/575/616/626HP ZF8 QUATTRO TURBO,2017,ZF SPEED QUICKSHIFT,Gasolina,6.5,12,8.19
GTC CABRIO 2 PTS 6.0L 12CIL 567/575/616/626HP ZF8 QUATTROTURBO,2017,ZF SPEED QUICKSHIFT,Gasolina,6.5,12,8.19
4PTAS 6.0L 12CIL 616HP ZF8 QUATTRO TURBO,2017,ZF SPEED QUICKSHIFT,Gasolina,6.5,12,8.19
4PTS 4.4L 8CIL 407HP AUT STRONIC,2011,AUT,Gasolina,6.49,13.33,9.72
L CGI 4PTS 4.7L 8CIL 429HP AUT TURBO,2012,AUT,Gasolina,6.49,13.51,9.75
SEDAN 4PTS 4.4L 8CIL 407HP AUT BITURBO,2012,AUT,Gasolina,6.49,13.33,9.72
SEDAN 4PTS 4.4L 8CIL 407HP AUT BITURBO,2013,AUT,Gasolina,6.49,13.33,9.72
L CGI 4PTS 4.7L 8CIL 429HP AUT TURBO,2013,AUT,Gasolina,6.49,13.51,9.75
RWD COUPÉ 2PTS 6.2L 8CIL 556HP AUT,2011,AUT,Gasolina,6.47,10.65,7.86
RWD SEDAN 4PTS 6.2L 8CIL 556HP AUT,2011,AUT,Gasolina,6.47,10.65,7.86
2/4PTS 6.2L 8CIL 556HP AUT,2012,AUT,Gasolina,6.47,10.65,7.86
V COUPE 2PTS 6.2L 8CIL 556HP TURBO,2013,AUT,Gasolina,6.47,10.65,7.86
V SEDAN 4PTS 6.2L 8CIL 556HP TURBO,2013,AUT,Gasolina,6.47,10.65,7.86
V COUPE 2PTS 6.2L 8CIL 556HP SUPERCARGADO,2014,AUT,Gasolina,6.47,10.65,7.86
V SEDAN 4PTS 6.2L 8CIL 556HP SUPERCARGADO,2014,AUT,Gasolina,6.47,10.65,7.86
CONVERTIBLE 2PTS 4.4L 8CIL 407HP AUT BITURBO,2012,AUT,Gasolina,6.45,12.65,9.55
COUPÉ 2PTS 4.4L 8CIL 407HP AUT BITURBO,2012,AUT,Gasolina,6.45,12.98,9.61
CONVERTIBLE 2PTS 4.4L 8CIL 449HP AUT BITURBO,2013,AUT,Gasolina,6.45,12.65,9.55
GRAN COUPE 2PTS 4.4L 8CIL 449HP AUT BITURBO,2013,AUT,Gasolina,6.45,12.98,9.61
COUPE 2PTS 4.4L 8CIL 449HP AUT BITURBO,2013,AUT,Gasolina,6.45,12.98,9.61
L CGI 4PTS 4.7L 8CIL 450HP AUT TURBO,2014,AUT,Gasolina,6.4,13.5,9.66
GTS 5PTS 4.8L 8CIL 440HP PDK TRACCIÓN INTEGRAL,2014,PDK,Gasolina,6.37,12.82,8.23
COUPE AMG 4MATIC 5PTAS 5.5L 8CIL 557HP AUT TURBO,2016,AUT,Gasolina,6.33,10.31,8.9
AMG 4PTAS 5.5L 8CIL 557HP TURBO AUT,2018,AUT,Gasolina,6.33,10.31,8.9
4PTS 4.2L 8CIL 350HP TIPTRONIC FSI QUATTRO,2011,TIP,Gasolina,6.33,12.05,9.31
SECURITY 4PTS 4.2L 8CIL 350HP TIPTRONIC QUATTRO,2011,TIP,Gasolina,6.33,12.05,9.31
CGI 2PTS 4.7L 8CIL 429HP AUT TURBO,2012,AUT,Gasolina,6.32,13.16,9.52
CGI 2PTS 4.7L 8CIL 429HP AUT TURBO,2013,AUT,Gasolina,6.32,13.16,9.52
4PTS 3.0L 6CIL 335HP AUT TURBO,2016,AUT,Gasolina,6.3,11.7,9.21
COUPE 2PTS 4.0L 8CIL 420HP DKG,2011,DKG,Gasolina,6.29,11.76,9.21
SEDAN 4PTS 4.0 8CIL 420HP DKG,2011,DKG,Gasolina,6.29,11.76,9.21
COUPÉ 2PTS 4.0L 8CIL 420HP AUT,2012,AUT,Gasolina,6.29,11.76,9.21
SEDAN 4PTS 4.0L 8CIL 420HP AUT,2012,AUT,Gasolina,6.29,11.76,9.21
COUPE 2PTS 4.0L 8CIL 420HP AUT,2013,AUT,Gasolina,6.29,11.76,9.21
SEDAN 4PTS 4.0L 8CIL 420HP AUT,2013,AUT,Gasolina,6.29,11.76,9.21
S CONVERTIBLE 2PTS 5.0L 8CIL 495HP AUT,2014,AUT,Gasolina,6.29,12.05,9.28
CONVERTIBLE 2PTS 5.5L 8CIL 382HP AUT,2011,G TRONIC,Gasolina,6.28,12.19,9.3
S 5PTS 4.8L 8CIL 400HP PDK,2011,PDK,Gasolina,6.25,12.66,9.36
CONV 2PTS 4.0L 8CIL 420HP DKG,2011,DKG,Gasolina,6.25,11.24,9.06
S 5PTS 4.8L 8CIL 400HP PDK,2012,PDK,Gasolina,6.25,12.66,9.36
CONVERTIBLE 2PTS 4.0L 8CIL 420HP AUT,2012,AUT,Gasolina,6.25,11.24,9.06
CONVERTIBLE 2PTS 4.0L 8CIL 420HP AUT,2013,AUT,Gasolina,6.25,11.24,9.06
COUPÉ 2PTS 5.5L 8CIL 382HP AUT,2011,G TRONIC,Gasolina,6.21,12.82,9.35
SRT-8 4PTS 6.4L 8CIL 470HP AUT,2014,AUT,Gasolina,6.18,11.53,7.81
GRAN TURISMO 4PTS 4.4L 8CIL 407HP MAN,2011,MAN,Gasolina,6.17,12.05,9.17
GRAN TURISMO 4PTS 4.4L 8CIL 407HP AUT BITURBO,2012,AUT,Gasolina,6.17,12.04,9.16
GRAN TURISMO 4PTS 4.4L 8CIL 407HP AUT BITURBO,2013,AUT,Gasolina,6.17,12.05,9.17
AWD 4PTS 2.8L 6CIL 300HP AUT TURBO,2012,AUT,Gasolina,6.17,13.69,9.47
AWD 4PTS 2.8L 6CIL 300HP MAN TURBO,2012,MAN,Gasolina,6.17,13.69,9.47
COUPE 2PTS 4.8L 8CIL 367HP AUT STRONIC,2011,AUT,Gasolina,6.13,12.35,9.18
SEDAN 4PTS 4.4L 8CIL 449HP AUT BITURBO,2013,AUT,Gasolina,6.1,11.76,9.04
SEDAN 4PTS 4.4L 8CIL 449HP AUT BITURBO,2013,AUT,Gasolina,6.1,11.76,9.04
COUPE 2PTS 5.2L 10CIL 550HP MAN QUATTRO,2015,MAN,Gasolina,6.1,10.3,7.47
2PTS 4.2L 8CIL 430HP MAN QUATTRO,2016,MAN,Gasolina,6.1,11.3,7.69
2PTS 5.2L 10CIL 550HP MAN QUATTRO,2016,MAN,Gasolina,6.1,10.4,7.49
GT 3PTAS 6.0L 12CIL 582/626HP ZF8 QUATTRO TURBO,2016,ZF SPEED QUICKSHIFT,Gasolina,6.1,11.3,7.69
GT SPEED 3PTAS 6.0L 12CIL 582/626 HP ZF8 QUATTRO TURBO,2016,ZF SPEED QUICKSHIFT,Gasolina,6.1,11.3,7.69
COUPE 2PTAS 4.2L 8CIL 430 HP MAN QUATTRO,2017,MAN,Gasolina,6.1,11.3,7.69
COUPE 2PTAS 5.2L 10CIL 550HP MAN QUATTRO,2017,MAN,Gasolina,6.1,10.3,7.47
GT 3PTAS 6.0L 12CIL 582/626HP ZF8 QUATTRO TURBO,2017,ZF SPEED QUICKSHIFT,Gasolina,6.1,11.3,7.69
GT SPEED 3PTAS 6.0L 12CIL 582/626HP ZF8 QUATTRO TURBO,2017,ZF SPEED QUICKSHIFT,Gasolina,6.1,11.3,7.69
4PTAS 6.0L 12CIL 616HP ZF8 QUATTRO TURBO,2017,ZF SPEED QUICKSHIFT,Gasolina,6.1,11.3,7.69
4S 5PTS 4.8 400 HP PDK,2011,PDK,Gasolina,6.1,12.35,9.15
4S 5PTS 4.8L 8CIL 400HP PDK,2012,PDK,Gasolina,6.1,12.35,9.15
4PTS 4.4L 8CIL 407HP AUT STRONIC,2011,AUT,Gasolina,6.1,11.76,9.04
4PTS 4.4L 8CIL 407HP AUT STRONIC,2011,AUT,Gasolina,6.1,11.76,9.04
SEDAN 4PTS 4.4L 8CIL 407HP AUT BITURBO,2012,AUT,Gasolina,6.1,11.76,9.04
SEDAN 4PTS 4.4L 8CIL 407HP AUT BITURBO,2012,AUT,Gasolina,6.1,11.76,9.04
4PTS 5.5L 8CIL 382HP AUT,2011,G TRONIC,Gasolina,6.09,12.98,9.26
5PTS 3.6L 6CIL 300HP PDK,2011,PDK,Gasolina,6.06,12.59,9.16
4 5PTS 3.6L 6CIL 300HP PDK,2011,PDK,Gasolina,6.06,12.59,9.16
4 4X4 5PTS 3.6L 6CIL 300HP PDK,2012,PDK,Gasolina,6.06,12.59,9.16
5PTS 3.6L 6CIL 300HP PDK,2012,PDK,Gasolina,6.06,12.59,9.16
CONVERTIBLE 2PTS 4.4L 8CIL 560HP AUT BITURBO,2013,AUT,Gasolina,6.04,12.65,9.15
4PTAS 6.0L 12CIL 530HP AUT BITURBO,2016,AUT,Gasolina,5.99,11.63,8.9
4PTAS 6.0L 12CIL 530HP BITURBO AUT,2018,AUT,Gasolina,5.99,11.63,8.9
4PTAS 6.0L 12CIL 530HP TURBO AUT,2018,AUT,Gasolina,5.99,11.63,8.9
4PTAS 6.0L 12CIL 530HP TURBO AUT,2018,AUT,Gasolina,5.99,11.63,8.9
MAYBACH 4PTAS 6.0L 12CIL 530HP AUT,2016,AUT,Gasolina,5.92,11.49,8.81
4PTS 5.5L 8CIL 382HP AUT,2011,G TRONIC,Gasolina,5.88,11.76,8.83
ROADSTER 2PTS 5.5L 8CIL 382HP AUT,2012,AUT,Gasolina,5.88,12.2,8.91
AMG 2PTS 6.0L 12CIL 621HP AUT TURBO,2013,AUT,Gasolina,5.88,11.9,8.86
4PTAS 6.0L 12CIL 630HP AUT,2016,AUT,Gasolina,5.85,11.63,8.77
CONVERTIBLE 2PTAS 6.0L 12CIL 630HP AUT,2016,AUT,Gasolina,5.85,11.24,8.69
COUPE AMG 2PTAS 6.0L 12CIL 630HP AUT,2016,AUT,Gasolina,5.85,11.63,8.77
AMG COUPE 2PTAS 6.0L 12CIL 630HP TURBO AUT,2018,AUT,Gasolina,5.85,11.63,8.77
AMG SEDAN 4PTAS 6.0L 12CIL 630HP TURBO AUT,2018,AUT,Gasolina,5.85,11.63,8.77
AMG CONVERTIBLE 2PTAS 6.0L 12CIL 630HP TURBO AUT,2018,AUT,Gasolina,5.85,11.24,8.69
SEDAN 2PTS 4.0L 8CIL 420HP MAN,2012,MAN,Gasolina,5.84,10.75,8.58
CONV 2PTS 4.8L 8CIL 367HP AUT STRONIC,2011,AUT,Gasolina,5.81,11.76,8.76
PREMIUM LUXURY LWB 4PTS 5.0L 8CIL 380HP AUT,2011,AUT,Gasolina,5.8,12.19,7.59
4PTS 5.0L 8CIL 385HP AUT,2011,AUT,Gasolina,5.8,12.8,7.69
4PTS 5.0L 8CIL 385HP AUT,2012,AUT,Gasolina,5.8,12.83,8.94
PREMIUM LUXURY LWB 4PTS 5.0L 8CIL 380HP AUT,2012,AUT,Gasolina,5.8,12.19,8.83
PREMIUM LUXURY LWB 4PTS 5.0L 8CIL 380HP AUT,2013,AUT,Gasolina,5.8,12.19,8.83
4PTS 5.0L 8CIL 385HP AUT,2013,AUT,Gasolina,5.8,12.8,8.94
4PTS 2.0L 4CIL 237HP AUT TURBO,2016,AUT,Gasolina,5.8,10.5,8.49
4PTAS 6.8L 6CIL 505 HP TIP TURBO,2016,AUT,Gasolina,5.8,10.6,7.28
4PTAS 6.8L 6CIL 530HP TIP TURBO,2016,AUT,Gasolina,5.8,10.6,7.28
4PTAS 6.8L 6CIL 505HP TIP TURBO,2017,AUT,Gasolina,5.8,10.6,7.28
4PTAS 6.8L 6CIL 530HP TIP TURBO,2017,AUT,Gasolina,5.8,10.6,7.28
ROADSTER AMG 2PTAS 6.0L 12CIL 630HP AUT BITURBO,2016,AUT,Gasolina,5.75,11.36,8.62
AMG CONVERTIBLE 2PTAS 6.0L 12CIL 630HP BITURBO AUT,2018,AUT,Gasolina,5.75,11.36,8.62
GT 2PTS 6.0L 12CIL 552HP TIP DOBLE TURBO QUATTRO,2011,TIP,Gasolina,5.74,10.22,7.15
GTC 2PTS 6.0L 12CIL 552HP TIP DOBLE TURBO QUATTRO,2011,TIP,Gasolina,5.74,10.22,7.15
FLYING SPUR 4PTS 6.0L 12CIL 552HP TIP DOBLE TURBO QUATTRO,2011,TIP,Gasolina,5.74,10.22,7.15
GT 2PTS 6.0L 12CIL 600HP TIP DOBLE TURBO,2011,TIP,Gasolina,5.74,10.22,7.15
FLYING SPUR SPEED 4PTS 6.0L 12CIL 600HP TIP DOBLE TURBO,2011,TIP,Gasolina,5.74,10.22,7.15
SUPERSPORTS 2PTS 6.0L 12CIL 630HP TIP DOBLE TURBO QUATTRO,2011,TIP,Gasolina,5.74,10.22,7.15
4PTS 5.5L 8CIL 382HP AUT,2011,G TRONIC,Gasolina,5.71,11.62,8.64
2PTS 5.5 8CIL 355HP AUT,2011,G TRONIC,Gasolina,5.65,11.36,8.53
COUPE 2PTS 4.0L 8CIL 420HP MAN,2011,MAN,Gasolina,5.65,10.75,8.4
SEDAN 4PTS 4.0 8CIL 420HP MAN,2011,MAN,Gasolina,5.65,10.75,8.4
COUPÉ 2PTS 4.0L 8CIL 420HP MAN,2012,MAN,Gasolina,5.65,10.75,8.4
2PTS 4.2L 8CIL 354HP MAN QUATTRO,2011,MAN,Gasolina,5.62,10.87,8.4
4X4 2PTS 4.2L 8CIL 354HP MAN QUATTRO,2012,MAN,Gasolina,5.62,10.87,8.4
2PTS 4.2L 8CIL 450HP TIPTRONIC QUATTRO,2011,TIP,Gasolina,5.59,10.75,8.34
2PTS 4.2L 8CIL 354HP TIPTRONIC QUATTRO,2011,TIP,Gasolina,5.59,10.75,8.34
4X4 2PTS 4.2L 8CIL 450HP S TRONIC QUATTRO,2012,S TRONIC,Gasolina,5.59,10.75,8.34
4X4 2PTS 4.2L 8CIL 354HP TIPTRONIC QUATTRO,2012,TIP,Gasolina,5.59,10.75,8.34
CONV 2PTS 4.0L 8CIL 420HP MAN,2011,MAN,Gasolina,5.56,10.42,8.25
CONVERTIBLE 2PTS 4.0L 8CIL 420HP MAN,2012,MAN,Gasolina,5.56,10.42,8.25
TURBO 4S 5PTS 4.8L 500HP PDK,2011,PDK,Gasolina,5.56,11.24,8.41
4S 4X4 4.8L 8CIL 550HP PDK TURBO,2012,PDK,Gasolina,5.56,11.24,8.41
2PTS 5.5L 8CIL 382HP AUT,2011,G TRONIC,Gasolina,5.52,11.76,8.47
AMG 4PTS 6.2L 8CIL 451HP AUT,2012,AUT,Gasolina,5.5,11.9,8.48
AMG COUPE 2PTS 6.2L 8CIL 451HP AUT,2012,AUT,Gasolina,5.5,11.9,8.48
AMG 4PTS 6.2L 8CIL 451HP AUT,2013,AUT,Gasolina,5.5,11.9,8.48
AMG COUPE 2PTS 6.2L 8CIL 451HP AUT,2013,AUT,Gasolina,5.5,11.9,8.48
AMG 4PTS 6.2L 8CIL 500HP AUT TURBO,2014,AUT,Gasolina,5.49,11.9,8.47
AMG COUPE 2PTS 6.2L 8CIL 500HP AUT TURBO,2014,AUT,Gasolina,5.49,11.9,8.47
2PTS 5.5L 8CIL 382HP AUT,2011,G TRONIC,Gasolina,5.49,11.36,8.37
SEDAN 4PTS 3.2L 6CIL 260HP AUT,2012,AUT,Gasolina,5.49,11.76,8.44
SEDAN 4PTS 3.2L 6CIL 260HP AUT,2013,AUT,Gasolina,5.49,11.76,8.44
PORTFOLIO SWB 4PTS 5.0L 8CIL 470HP AUT SUPERCARGADO,2013,AUT,Gasolina,5.46,11.49,8.36
SUPER SPORT LWB 4PTS 5.0L 8CIL 510HP AUT SUPERCARGADO,2013,AUT,Gasolina,5.46,11.49,8.36
PORTAFOLIO S/C SWB 4PTS 5.0L 8CIL 465HP AUT,2011,AUT,Gasolina,5.4,11.49,7.09
SUPER SPORT LWB 4PTS 5.0L 8CIL 510HP AUT,2011,AUT,Gasolina,5.4,11.49,7.09
PORTFOLIO S/C SWB 4PTS 5.0L 8CIL 465HP AUT,2012,AUT,Gasolina,5.4,11.49,8.3
SUPER SPORT LWB 4PTS 5.0L 8CIL 510HP AUT,2012,AUT,Gasolina,5.4,11.49,8.3
4PTS 6.8L 8CIL 505HP TIP DOBLE TURBO QUATTRO,2012,TIP,Gasolina,5.4,9.8,6.77
PORTFOLIO S/C SWB 4PTS 5.0L 8CIL 465HP AUT,2013,AUT,Gasolina,5.4,11.49,8.3
SUPER SPORT LWB 4PTS 5.0L 8CIL 510HP AUT,2013,AUT,Gasolina,5.4,11.49,8.3
4PTS 6.8L 8CIL 512HP AUT (ZF) DOBLE QUATTRO BITURBO,2016,AUT,Gasolina,5.4,9.9,6.79
4PTAS 6.8L 6CIL 512HP TIP DOBLE QUATTRO TURBO,2017,ZF SPEED QUICKSHIFT,Gasolina,5.4,9.9,6.79
R 4PTS 5.0L 8CIL 510HP AUT,2011,AUT,Gasolina,5.34,11.49,7.03
R 4PTS 5.0L 8CIL 510HP AUT,2012,AUT,Gasolina,5.34,11.49,8.24
R 4PTS 5.0L 8CIL 510HP AUT,2013,AUT,Gasolina,5.34,11.49,8.24
4PTS 6.0L 12CIL 544HP AUT STRONIC,2011,AUT,Gasolina,5.29,10.41,7.99
SEDAN 4PTS 6.0L 12CIL 544HP AUT BITURBO,2012,AUT,Gasolina,5.29,10.41,7.99
SEDAN 4PTS 6.0L 12CIL 544HP AUT BITURBO,2013,AUT,Gasolina,5.29,10.41,7.99
4PTS 3.0L 6CIL 333HP MAN TURBO QUATTRO,2011,MAN,Gasolina,5.13,10.2,7.79
4PTS 3.0L 6CIL 333HP S TRONIC TURBO QUATTRO,2011,S TRONIC,Gasolina,5.13,10.2,7.79
CABRIO 4X4 5PTS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO,2012,S TRONIC,Gasolina,5.13,10.2,7.79
4PTS 5.2L 10CIL 435HP TIPTRONIC FSI QUATTRO,2011,TIP,Gasolina,5.08,10.31,7.76
AMG 2PTS 6.2L 8CIL 571HP AUT,2011,AUT,Gasolina,5.02,10.75,7.79
COUPE AMG 2PTS 6.2L 8CIL 563HP AUT,2012,AUT,Gasolina,5.02,10.75,7.79
ROADSTER AMG 2PTS 6.2L 8CIL 563HP AUT,2012,AUT,Gasolina,5.02,10.75,7.79
AMG COUPE 2PTS 6.2L 8CIL 563HP AUT,2013,AUT,Gasolina,5.02,10.75,7.79
AMG ROADSTER 2PTS 6.2L 8CIL 563HP AUT,2013,AUT,Gasolina,5.02,10.75,7.79
4PTS 3.0L 6CIL 270HP AUT DIESEL,2012,AUT,Diesel,5,8.7,7.34
SEDAN LWD 4X4 4PTS 6.3L 12CIL 500HP TIPTRONIC QUATTRO FSI,2012,TIP,Gasolina,5,10.1,7.64
4PTS 3.0L 6CIL 270HP AUT DIESEL,2013,AUT,Diesel,5,8.7,7.34
AMG 2PTS 6.2L 8CIL 563HP AUT,2014,AUT,Gasolina,5,10.7,7.76
AMG COUPE 2PTS 6.2L 8CIL 563HP AUT,2014,AUT,Gasolina,5,10.7,7.76
AMG ROADSTER 2PTS 6.2L 8CIL 563HP AUT,2014,AUT,Gasolina,5,10.7,7.76
AVANT 5PTS 5.0L 10CIL 580HP TIPTRONIC TURBO FSI QUATTRO,2011,TIP,Gasolina,4.9,9.71,7.47
SEDAN 4PTS 5.0L 10CIL 580HP TIPTRONIC TURBO FSI QUATTRO,2011,TIP,Gasolina,4.9,9.71,7.47
4PTS 6.7L 12CIL 453HP AUT,2012,AUT,Gasolina,4.87,10.41,7.57
T 4PTS 6.8L 8CIL 500HP TIP DOBLE TURBO,2011,TIP,Gasolina,4.85,7.86,5.86
R 4PTS 6.8L 8CIL 450HP TIP DOBLE TURBO,2011,TIP,Gasolina,4.85,7.86,5.86
RL 4PTS 6.8L 8CIL 450HP TIP DOBLE TURBO,2011,TIP,Gasolina,4.85,7.86,5.86
2PTS 6.8L 8CIL 450HP TIP DOBLE TURBO,2011,TIP,Gasolina,4.85,7.86,5.86
2PTS 6.8L 8CIL 450HP TIP TURBO,2011,TIP,Gasolina,4.85,7.86,5.86
EWB 4PTS 6.7L 12CIL 453HP AUT,2012,AUT,Gasolina,4.85,10.41,7.55
2PTS 5.5L 12CIL 510HP AUT TURBO,2012,AUT,Gasolina,4.74,10.42,7.44
2PTS 5.5L 12CIL 510HP AUT TURBO,2013,AUT,Gasolina,4.74,10.42,7.44
4PTS 6.2L 8CIL 451HP AUT,2011,G TRONIC,Gasolina,4.73,10.52,7.45
COUPE 2PTS 6.6L 12CIL 624HP AUT,2014,AUT,Gasolina,4.71,10.2,7.37
ROADSTER 2PTS 5.5L 12CIL 510HP AUT TURBO,2012,AUT,Gasolina,4.7,10.52,7.42
AMG ROADSTER 2PTS 6.2L 8CIL 518HP AUT,2012,AUT,Gasolina,4.68,10.52,7.4
2PTS 6.2L 8CIL 518HP AUT,2011,AUT,Gasolina,4.67,10.52,7.39
AMG ROADSTER 2PTS 6.0L 12CIL 603HP AUT TURBO,2012,AUT,Gasolina,4.65,10.42,7.35
2PTS 5.5L 12CIL 493HP AUT,2011,AUT,Gasolina,4.61,10,7.23
4PTS 5.5L 12CIL 510HP AUT,2011,AUT,Gasolina,4.6,10,7.22
AMG 2PTS 5.5L 8CIL 530HP AUT BITURBO,2014,AUT,Gasolina,4.6,10.5,7.31
GT V8S 3PTAS 4.0L 8CIL 520 HP ZF8 QUATTRO TURBO,2016,ZF SPEED QUICKSHIFT,Gasolina,4.6,8.4,5.78
V8 4PTAS 4.0L 8CIL 500HP TIP QUATTRO TURBO,2016,ZF SPEED QUICKSHIFT,Gasolina,4.6,8.4,5.78
GT V8S 3PTAS 4.0L 8CIL 520 HP ZF8 QUATTRO TURBO,2017,ZF SPEED QUICKSHIFT,Gasolina,4.6,8.4,5.78
V8 4PTAS 4.0L 8CIL 500HP TIP QUATTRO TURBO,2017,ZF SPEED QUICKSHIFT,Gasolina,4.6,8.4,5.78
L AMG 4PTS 6.0L 12CIL 621HP AUT TURBO,2012,AUT,Gasolina,4.58,10.1,7.22
AMG 2PTS 6.0L 12CIL 621HP AUT TURBO,2012,AUT,Gasolina,4.58,10.1,7.22
AMG 2PTS 6.0L 12CIL 621HP AUT TURBO,2013,AUT,Gasolina,4.58,10.1,7.22
2PTS 5.5L 12CIL 510HP AUT,2011,AUT,Gasolina,4.54,10.1,7.18
4PTS 6.2L 8CIL 507HP AUT,2011,AUT,Gasolina,4.42,10.1,7.05
4PTS 6.2L 8CIL 507HP AUT,2011,G TRONIC,Gasolina,4.42,10.1,7.05
L 4PTS 5.5L 12CIL 510HP AUT TURBO,2012,AUT,Gasolina,4.4,8.92,6.82
L 4PTS 5.5L 12CIL 510HP AUT TURBO,2013,AUT,Gasolina,4.4,8.92,6.82
2PTS 5.2L 10CIL 525HP MANUAL QUATTRO,2011,MAN,Gasolina,4.39,9.52,6.92
2PTS 5.2L 10CIL 525HP R TRONIC QUATTRO,2011,R TRONIC,Gasolina,4.39,9.52,6.92
COUPÉ 2PTS 5.2L 10CIL 525HP MAN QUATTRO,2011,MAN,Gasolina,4.39,9.52,6.92
SPYDER 2PTS 5.2L 10CIL 525HP MAN QUATTRO,2011,MAN,Gasolina,4.39,9.52,6.92
4X4 2PTS 5.2L 10CIL 525HP MAN QUATTRO,2012,MAN,Gasolina,4.39,9.52,6.92
4X4 2PTS 5.2L 10CIL 525HP R TRONIC QUATTRO,2012,R TRONIC,Gasolina,4.39,9.52,6.92
4PTS 6.7L 12CIL 453HP AUT,2013,AUT,Gasolina,4.38,9.8,6.96
DROPHEAD COUPE 2PTS 6.7L 12CIL 453HP AUT,2013,AUT,Gasolina,4.38,9.8,6.96
COUPE 2PTS 6.7L 12CIL 453HP AUT,2013,AUT,Gasolina,4.38,9.8,6.96
EWB 4PTS 6.7L 12CIL 453HP AUT,2013,AUT,Gasolina,4.35,9.8,6.93
4PTS 6.0L 12CIL 603HP AUT,2011,AUT,Gasolina,4.32,10,6.93
4PTS 6.2L 8CIL 518HP AUT,2011,G TRONIC,Gasolina,4.31,9.8,6.88
2PTS 6.2L 8CIL 518HP AUT,2011,G TRONIC,Gasolina,4.31,9.8,6.88
2PTS 6.0L 12CIL 603HP AUT,2011,AUT,Gasolina,4.31,9.8,6.88
4PTS 6.7L 12CIL 453HP AUT,2011,AUT,Gasolina,4.31,8.85,6.71
COUPE 2PTS 6.7L 12CIL 453HP AUT,2011,AUT,Gasolina,4.31,8.85,6.71
