Versión,Modelo,Trans.,Cilindros,Potencia (HP),Tamaño (L),Categoría
SUPERVELOCE 2PTS 6.5L 12CIL 670HP MAN,2013,MAN,12,670,6.5,AUTOS DEPORTIVOS
MICRO HBRID DRIVE 3PTS 1.0L 3CIL 69HP AUT,2012,AUT,3,69,1.0,AUTOS SUBCOMPACTOS
MICRO HBRID DRIVE 2/3PTS 1.0L 3CIL 69HP AUT,2013,AUT,3,69,1.0,AUTOS SUBCOMPACTOS
MICRO HBRIDO DRIVE 3PTS 1.0L 3CIL 69HP AUT,2014,AUT,3,69,1.0,AUTOS SUBCOMPACTOS
5PTAS 1.2L 3CIL 76HP MAN,2016,MAN,3,76,1.2,AUTOS SUBCOMPACTOS
5PTAS 1.2L 3CIL 76HP CVT,2016,CVT,3,76,1.2,AUTOS SUBCOMPACTOS
5PTAS 1.0L 3CIL 71HP MAN,2018,MAN,3,71,1.0,AUTOS SUBCOMPACTOS
5PTAS 1.0L 3CIL 71HP MAN,2016,MAN,3,71,1.0,AUTOS SUBCOMPACTOS
4PTAS 1.2L 3CIL 76HP MAN,2016,MAN,3,76,1.2,AUTOS SUBCOMPACTOS
SEDAN 4PTS 1.6L 4CIL 105HP MAN TURBO DIESEL,2015,MAN,4,105,1.6,AUTOS SUBCOMPACTOS
SEDAN 4PTAS 1.6L 4CIL 105HP MAN TURBO DIESEL,2016,MAN,4,105,1.6,AUTOS SUBCOMPACTOS
2PTAS 1.0L 3CIL 71HP MAN,2018,MAN,3,71,1.0,AUTOS SUBCOMPACTOS
CONVERTIBLE 2PTAS 1.0L 3CIL 90HP TURBO AUT,2018,AUT,3,90,0.9,AUTOS SUBCOMPACTOS
3PTAS 1.0L 3CIL 71HP MAN,2016,MAN,3,71,1.0,AUTOS SUBCOMPACTOS
CONVERTIBLE 2PTAS 0.9L 3CIL 90HP AUT TURBO,2016,AUT,3,90,0.9,AUTOS SUBCOMPACTOS
4PTAS 1.2L 3CIL 76HP CVT,2016,CVT,3,76,1.2,AUTOS SUBCOMPACTOS
2PTAS 1.0L 3CIL 90HP AUT,2018,AUT,3,90,0.9,AUTOS SUBCOMPACTOS
3PTAS 0.9L 3CIL 90HP AUT TURBO,2016,AUT,3,90,0.9,AUTOS SUBCOMPACTOS
CONVERTIBLE 2PTAS 1.0L 3CIL 71HP AUT,2018,AUT,3,71,1.0,AUTOS SUBCOMPACTOS
CONVERTIBLE 2PTAS 1.0L 3CIL 71HP AUT,2016,AUT,3,71,1.0,AUTOS SUBCOMPACTOS
HATCHBACK 5PTS 1.1L 4CIL 66HP MAN,2012,MAN,4,66,1.1,AUTOS SUBCOMPACTOS
HATCHBACK 5PTS 1.1L 4CIL 66HP MAN,2013,MAN,4,66,1.1,AUTOS SUBCOMPACTOS
5PTAS 1.0L 3CIL 90HP TURBO AUT,2018,AUT,3,90,0.9,AUTOS SUBCOMPACTOS
2PTAS 1.0L 3CIL 109HP TURBO AUT,2018,AUT,3,109,0.9,AUTOS SUBCOMPACTOS
CONVERTIBLE 2PTAS 1.0L 3CIL 109HP TURBO AUT,2018,AUT,3,109,0.9,AUTOS SUBCOMPACTOS
5PTAS 0.9L 3CIL 90HP AUT TURBO,2016,AUT,3,90,0.9,AUTOS SUBCOMPACTOS
BRABUS 3PTAS 0.9L 3CIL 109HP AUT,2016,AUT,3,109,0.9,AUTOS SUBCOMPACTOS
BRABUS CONVERTIBLE 2PTAS 0.9L 3CIL 109HP AUT,2016,AUT,3,109,0.9,AUTOS SUBCOMPACTOS
LT 5PTS 1.4L 4CIL 98HP MAN,2016,MAN,4,98,1.4,AUTOS SUBCOMPACTOS
LT 5PTAS 1.4L 4CIL 98HP MAN,2017,MAN,4,98,1.4,AUTOS SUBCOMPACTOS
LT 5PTAS 1.4L 4CIL 98HP MAN,2018,MAN,4,98,1.4,AUTOS SUBCOMPACTOS
LTZ 5PTS 1.4L 4CIL 98HP MAN,2016,MAN,4,98,1.4,AUTOS SUBCOMPACTOS
NG 5PTAS 1.4L 4CIL 84HP MAN,2017,MAN,4,84,1.4,AUTOS SUBCOMPACTOS
LTZ 5PTAS 1.4L 4CIL 98HP MAN,2017,MAN,4,98,1.4,AUTOS SUBCOMPACTOS
ACRTIV 5PTAS 1.4L 4CIL 98HP MAN,2017,MAN,4,98,1.4,AUTOS SUBCOMPACTOS
LTZ 5PTAS 1.4L 4CIL 98HP MAN,2018,MAN,4,98,1.4,AUTOS SUBCOMPACTOS
ACTIV 5PTAS 1.4L 4CIL 98HP MAN,2018,MAN,4,98,1.4,AUTOS SUBCOMPACTOS
5PTAS 1.0L 3CIL 109HP AUT,2018,AUT,3,109,0.9,AUTOS SUBCOMPACTOS
BRABUS 5PTAS 0.9L 3CIL 109HP AUT,2016,AUT,3,109,0.9,AUTOS SUBCOMPACTOS
NG 5PTAS 1.4L 4CIL 98HP CVT,2017,CVT,4,98,1.4,AUTOS SUBCOMPACTOS
LT 5PTAS 1.4L 4CIL 98HP CVT CVT,2018,CVT,4,98,1.4,AUTOS SUBCOMPACTOS
LTZ 5PTAS 1.4L 4CIL 98HP CVT CVT,2018,CVT,4,98,1.4,AUTOS SUBCOMPACTOS
5PTS 1.1L 4CIL 63HP MAN,2011,M5,4,63,1.1,AUTOS SUBCOMPACTOS
5PTS 1.1L 4CIL 63HP MAN,2012,MAN,4,63,1.1,AUTOS SUBCOMPACTOS
5PTS 1.1L 4CIL 63HP MAN,2013,MAN,4,63,1.1,AUTOS SUBCOMPACTOS
SEDAN 4PTAS 1.5L 4CIL 105HP DSG TURBO DIESEL,2016,DSG,4,105,1.5,AUTOS SUBCOMPACTOS
SEDAN 4PTAS 1.5L 4CIL 105HP DSG TURBO DIESEL,2017,DSG,4,105,1.5,AUTOS SUBCOMPACTOS
LT 5PTS 1.2L 4CIL 81HP MAN,2018,MAN,4,81,1.2,AUTOS SUBCOMPACTOS
LTZ 5PTS 1.2L 4CIL 81HP MAN,2018,MAN,4,81,1.2,AUTOS SUBCOMPACTOS
LS 5PTS 1.2L 4CIL 81HP MAN,2018,MAN,4,81,1.2,AUTOS SUBCOMPACTOS
CLASSIC LS 5PTS 1.2L 4CIL 81HP MAN,2016,MAN,4,81,1.2,AUTOS SUBCOMPACTOS
CLASSIC LT 5PTS 1.2L 4CIL 81HP MAN,2016,MAN,4,81,1.2,AUTOS SUBCOMPACTOS
CLASSIC LTZ 5PTS 1.2L 4CIL 81HP MAN,2016,MAN,4,81,1.2,AUTOS SUBCOMPACTOS
CLASSIC LS 5PTAS 1.2L 4CIL 81HP MAN,2017,MAN,4,81,1.2,AUTOS SUBCOMPACTOS
CLASSIC LT 5PTAS 1.2L 4CIL 81HP MAN,2017,MAN,4,81,1.2,AUTOS SUBCOMPACTOS
CLASSIC LTZ 5PTAS 1.2L 4CIL 81HP MAN,2017,MAN,4,81,1.2,AUTOS SUBCOMPACTOS
5PTS 1.2L 4CIL 81HP MAN,2014,MAN,4,81,1.2,AUTOS SUBCOMPACTOS
5PTS 1.2L 4CIL 81HP MAN,2015,MAN,4,81,1.2,AUTOS SUBCOMPACTOS
5PTS 1.2L 4CIL 60HP MAN,2011,M5,4,60,1.2,AUTOS SUBCOMPACTOS
5PTS 1.2L 4CIL 81HP MAN,2011,M5,4,81,1.2,AUTOS SUBCOMPACTOS
5PTS 1.2L 4CIL 81HP MAN,2012,MAN,4,81,1.2,AUTOS SUBCOMPACTOS
5PTS 1.2L 4CIL 81HP MAN,2013,MAN,4,81,1.2,AUTOS SUBCOMPACTOS
GL HATCHBACK 5PTS 1.1L 4CIL 66HP MAN,2014,MAN,4,66,1.1,AUTOS SUBCOMPACTOS
GL PLUS HATCHBACK 5PTS 1.1L 4CIL 66HP MAN,2014,MAN,4,66,1.1,AUTOS SUBCOMPACTOS
GLS SAFETY HATCHBACK 5PTS 1.1L 4CIL 66HP MAN,2014,MAN,4,66,1.1,AUTOS SUBCOMPACTOS
FR 3/5PTAS 1.2L 4CIL110HP MAN TORBO,2016,MAN,4,110,1.2,AUTOS SUBCOMPACTOS
FR 3/5PTAS 1.2L 4CIL110HP MAN TORBO,2017,MAN,4,110,1.2,AUTOS SUBCOMPACTOS
4/5PTS 1.5L 4CIL 106HP MAN,2011,MAN,4,106,1.5,AUTOS SUBCOMPACTOS
SEDAN 4PTS 1.5L 4CIL 106HP MAN,2012,MAN,4,106,1.5,AUTOS SUBCOMPACTOS
SEDAN 4PTS 1.5L 4CIL 106HP MAN,2013,MAN,4,106,1.5,AUTOS SUBCOMPACTOS
SEDAN 4PTS 1.5L 4CIL 106HP MAN,2014,MAN,4,106,1.5,AUTOS SUBCOMPACTOS
3/5 PTS 1.2L 4CIL 105HP DSG TURBO,2015,DSG,4,105,1.2,AUTOS SUBCOMPACTOS
HTACHBACK 5PTAS 1.5L 4CIL 110HP AUT,2017,AUT,4,110,1.5,AUTOS SUBCOMPACTOS
SEDAN 4PTAS 1.5L 4CIL 110HP AUT,2017,AUT,4,110,1.5,AUTOS SUBCOMPACTOS
SEDAN 4PTAS 1.5L 4CIL 110HP MAN,2016,MAN,4,110,1.5,AUTOS SUBCOMPACTOS
SEDAN 4PTAS 1.5L 4CIL 110HP AUT,2018,AUT,4,110,1.5,AUTOS SUBCOMPACTOS
HATCHBACK 5PTAS 1.5L 4CIL 110HP AUT,2016,AUT,4,110,1.5,AUTOS SUBCOMPACTOS
SEDAN 4PTAS 1.5L 4CIL 110 HP AUT,2016,AUT,4,110,1.5,AUTOS SUBCOMPACTOS
3PTS 1.5L 3CIL 136HP MAN TURBO,2016,MAN,3,136,1.5,AUTOS SUBCOMPACTOS
3PTAS 1.5L 3CIL 136HP TURBO MAN,2017,MAN,3,136,1.5,AUTOS SUBCOMPACTOS
4PTAS 1.4L 4CIL 100HP AUT,2016,AUT,4,100,1.4,AUTOS SUBCOMPACTOS
4PTAS 1.4L 4CIL 100HP AUT,2015,AUT,4,100,1.4,AUTOS SUBCOMPACTOS
4PTAS 1.4L 4CIL 100HP AUT,2017,AUT,4,100,1.4,AUTOS SUBCOMPACTOS
3/5 PTS 1.2L 4CIL 105HP MAN TURBO,2015,MAN,4,105,1.2,AUTOS SUBCOMPACTOS
4PTAS 1.4L 4CIL 100HP MAN,2016,MAN,4,100,1.4,AUTOS SUBCOMPACTOS
4PTAS 1.4L 4CIL 100HP MAN,2015,MAN,4,100,1.4,AUTOS SUBCOMPACTOS
4PTAS 1.4L 4CIL 100HP MAN,2017,MAN,4,100,1.4,AUTOS SUBCOMPACTOS
HATCH 5PTAS 1.5L 3CIL 136HP MAN TURBO,2016,MAN,3,136,1.5,AUTOS SUBCOMPACTOS
HATCHBACK 5PTAS 1.5L 3CIL 136HP TURBO MAN,2017,MAN,3,136,1.5,AUTOS SUBCOMPACTOS
SEDAN 4PTAS 1.2L 4CIL 86HP MAN,2018,MAN,4,86,1.2,AUTOS SUBCOMPACTOS
4/5PTS 1.5L 4CIL 106HP AUT,2011,AUT,4,106,1.5,AUTOS SUBCOMPACTOS
SEDAN 4PTS 1.5L 4CIL 106HP AUT,2012,AUT,4,106,1.5,AUTOS SUBCOMPACTOS
SEDAN 4PTS 1.5L 4CIL 106HP AUT,2013,AUT,4,106,1.5,AUTOS SUBCOMPACTOS
SEDAN 4PTS 1.5L 4CIL 106HP AUT,2014,AUT,4,106,1.5,AUTOS SUBCOMPACTOS
HATCHBACK 5PTAS 1.2L 4CIL 86HP MAN,2017,MAN,4,86,1.2,AUTOS SUBCOMPACTOS
HATCHBACK 5PTAS 1.2L 4CIL 86HP MAN,2018,MAN,4,86,1.2,AUTOS SUBCOMPACTOS
HATCHBACK 5PTAS 1.2L 4CIL 86HP AUT,2017,AUT,4,86,1.2,AUTOS SUBCOMPACTOS
HATCHBACK 5PTAS 1.2L 4CIL 86HP AUT,2018,AUT,4,86,1.2,AUTOS SUBCOMPACTOS
5PTS 1.6L 4CIL 109HP CVT,2015,CVT,4,109,1.6,AUTOS SUBCOMPACTOS
5PTS 1.6L 4CIL 109HP CVT,2016,CVT,4,109,1.6,AUTOS SUBCOMPACTOS
3PTS 1.5L 3CIL 136HP AUT TURBO,2016,AUT,3,136,1.5,AUTOS SUBCOMPACTOS
3PTAS 1.5L 3CIL 136HP TURBO AUT,2017,AUT,3,136,1.5,AUTOS SUBCOMPACTOS
HATCHBACK 5PTAS 1.5L 4CIL 110HP MAN,2017,MAN,4,110,1.5,AUTOS SUBCOMPACTOS
SEDAN 4PTAS 1.5L 4CIL 110HP MAN,2017,MAN,4,110,1.5,AUTOS SUBCOMPACTOS
HATCHBACK 5PTAS 1.5L 4CIL 110HP MAN,2016,MAN,4,110,1.5,AUTOS SUBCOMPACTOS
HATCHBACK 5PTAS 1.5L 4CIL 110HP MAN,2018,MAN,4,110,1.5,AUTOS SUBCOMPACTOS
SEDAN 4PTAS 1.5L 4CIL 105HP MAN TURBO DIESEL,2016,MAN,4,105,1.5,AUTOS SUBCOMPACTOS
SEDAN 4PTAS 1.5L 4CIL 105HP MAN TURBO DIESEL,2017,MAN,4,105,1.5,AUTOS SUBCOMPACTOS
HATCHBACK 5PTS 1.5L 4CIL 106HP AUT,2012,AUT,4,106,1.5,AUTOS SUBCOMPACTOS
HATCHBACK 5PTS 1.5L 4CIL 106HP MAN,2012,MAN,4,106,1.5,AUTOS SUBCOMPACTOS
HATCHBACK 5PTS 1.5L 4CIL 106HP MAN,2013,MAN,4,106,1.5,AUTOS SUBCOMPACTOS
HATCHBACK 5PTS 1.5L 4CIL 106HP AUT,2013,AUT,4,106,1.5,AUTOS SUBCOMPACTOS
HATCHBACK 5PTS 1.5L 4CIL 106HP MAN,2014,MAN,4,106,1.5,AUTOS SUBCOMPACTOS
HATCHBACK 5PTS 1.5L 4CIL 106HP AUT,2014,AUT,4,106,1.5,AUTOS SUBCOMPACTOS
5PTAS 1.4L 4CIL 100HP AUT,2016,AUT,4,100,1.4,AUTOS SUBCOMPACTOS
5PTAS 1.4L 4CIL 100HP AUT,2015,AUT,4,100,1.4,AUTOS SUBCOMPACTOS
5PTAS 1.4L 4CIL 100HP AUT,2017,AUT,4,100,1.4,AUTOS SUBCOMPACTOS
4PTS 1.6L 4CIL 124HP AUT,2012,AUT,4,124,1.6,AUTOS SUBCOMPACTOS
4PTS 1.6L 4CIL 124HP AUT,2013,AUT,4,124,1.6,AUTOS SUBCOMPACTOS
SEDAN 4PTAS 1.2L 4CIL 86HP AUT,2018,AUT,4,86,1.2,AUTOS SUBCOMPACTOS
5PTAS 1.0L 3CIL 75HP MAN,2016,MAN,3,75,1.0,AUTOS SUBCOMPACTOS
CROSS UP 5PTAS 3CIL 1.0L 75HP MAN,2016,MAN,3,75,1.0,AUTOS SUBCOMPACTOS
ATTRACTIVE 5PTAS 1.4L 4CIL 85HP MAN,2016,MAN,4,85,1.4,AUTOS SUBCOMPACTOS
5PTAS 1.0L 3CIL 75HP MAN,2017,MAN,3,75,1.0,AUTOS SUBCOMPACTOS
CROSS UP 5PTAS 3CIL 1.0L 75HP MAN,2017,MAN,3,75,1.0,AUTOS SUBCOMPACTOS
2PTS 1.0L 3CIL 70HP AUT,2011,AUT,3,70,1.0,AUTOS SUBCOMPACTOS
5PTAS 1.4L 4CIL 100HP MAN,2016,MAN,4,100,1.4,AUTOS SUBCOMPACTOS
5PTAS 1.4L 4CIL 100HP MAN,2015,MAN,4,100,1.4,AUTOS SUBCOMPACTOS
5PTAS 1.4L 4CIL 100HP MAN,2017,MAN,4,100,1.4,AUTOS SUBCOMPACTOS
5PTS 1.5L 4CIL 100HP MAN,2011,MAN,4,100,1.5,AUTOS SUBCOMPACTOS
3/5 PTS 1.2L 4CIL 105HP MAN TURBO,2013,MAN,4,105,1.2,AUTOS SUBCOMPACTOS
HATCHBACK 5PTS 1.6L 4CIL 119HP AUT,2014,AUT,4,119,1.6,AUTOS SUBCOMPACTOS
4PTS 1.6L 4CIL 120HP AUT,2015,AUT,4,120,1.6,AUTOS SUBCOMPACTOS
4PTS 1.4L 4CIL 108HP MAN,2012,MAN,4,108,1.4,AUTOS SUBCOMPACTOS
4PTS 1.4L 4CIL 108HP MAN,2013,MAN,4,108,1.4,AUTOS SUBCOMPACTOS
5PTS 1.2L 4CIL 105HP MAN TURBO,2014,MAN,4,105,1.2,AUTOS SUBCOMPACTOS
5PTAS 1.2L 4CIL 105HP DSG FSI FRONT TURBO,2016,DSG,4,105,1.2,AUTOS SUBCOMPACTOS
5PTAS 1.2L 4CIL 105HP DSG FSI FRONT TURBO,2017,DSG,4,105,1.2,AUTOS SUBCOMPACTOS
COUPE 3PTS 1.0L 3CIL 83HP AUT TURBO,2012,AUT,3,83,1.0,AUTOS SUBCOMPACTOS
CONVERTIBLE 2PTS 1.0L 3CIL 83HP AUT TURBO,2012,AUT,3,83,1.0,AUTOS SUBCOMPACTOS
COUPE 3PTS 1.0L 3CIL 83HP AUT TURBO,2013,AUT,3,83,1.0,AUTOS SUBCOMPACTOS
CONVERTIBLE 2PTS 1.0L 3CIL 83HP AUT TURBO,2013,AUT,3,83,1.0,AUTOS SUBCOMPACTOS
HATCHBACK 5PTS 1.6L 4CIL 119HP MAN,2014,MAN,4,119,1.6,AUTOS SUBCOMPACTOS
SEDAN 4PTS 1.6L 4CIL 119HP AUT,2014,AUT,4,119,1.6,AUTOS SUBCOMPACTOS
SEDAN 4PTS 1.6L 4CIL 119HP MAN,2014,MAN,4,119,1.6,AUTOS SUBCOMPACTOS
4/5PTS 1.6L 4CIL 120HP MAN,2015,MAN,4,120,1.6,AUTOS SUBCOMPACTOS
HATCHBACK 5PTAS 1.6L 4CIL 121HP MAN,2018,MAN,4,121,1.6,AUTOS SUBCOMPACTOS
5PTS 1.0L 4CIL 64HP MAN,2013,MAN,4,64,1.0,AUTOS SUBCOMPACTOS
5PTS 1.0L 4CIL 64HP MAN,2012,MAN,4,64,1.0,AUTOS SUBCOMPACTOS
5PTS 1.0L 4CIL 64HP MAN,2011,M5,4,64,1.0,AUTOS SUBCOMPACTOS
5PTS 1.3L 4CIL 66HP MAN,2015,MAN,4,88,1.3,AUTOS SUBCOMPACTOS
IKON HATCHBACK 5PTS 1.6L 4CIL 101HP MAN,2011,MAN,4,101,1.6,AUTOS SUBCOMPACTOS
IKON HATCHBACK 5PTS 1.6L 4CIL 101HP MAN,2012,MAN,4,101,1.6,AUTOS SUBCOMPACTOS
IKON HATCHBACK 5PTS 1.6L 4CIL 101HP MAN,2013,MAN,4,101,1.6,AUTOS SUBCOMPACTOS
HATCHBACK 5PTS 1.6L 4CIL 101HP MAN,2016,MAN,4,101,1.6,AUTOS SUBCOMPACTOS
COUPE 3PTS 1.0L 3CIL 83HP AUT TURBO,2014,AUT,3,83,1.0,AUTOS SUBCOMPACTOS
CONVERTIBLE 2PTS 1.0L 3CIL 83HP AUT TURBO,2014,AUT,3,83,1.0,AUTOS SUBCOMPACTOS
3/5PTS 1.6L 4CIL 105HP DSG,2015,DSG,4,105,1.6,AUTOS SUBCOMPACTOS
3/5PTAS 1.6L 4CIL 110HP MAN,2016,MAN,4,110,1.6,AUTOS SUBCOMPACTOS
3/5PTAS 1.6L 4CIL 110HP MAN,2017,MAN,4,110,1.6,AUTOS SUBCOMPACTOS
5PTS 1.0L 4CIL 64HP MAN,2014,MAN,4,64,1.0,AUTOS SUBCOMPACTOS
5PTS 1.0L 4CIL 64HP MAN,2015,MAN,4,64,1.0,AUTOS SUBCOMPACTOS
HATCHBACK 5PTAS 1.6L 4CIL 121HP AUT,2018,AUT,4,121,1.6,AUTOS SUBCOMPACTOS
LT HATCHBACK 5PTS 1.6L 4CIL 115 HP MAN,2016,MAN,4,115,1.6,AUTOS SUBCOMPACTOS
HATCHBACK 4PTAS 1.6L 4CIL 114HP MAN,2017,MAN,4,114,1.6,AUTOS SUBCOMPACTOS
HATCHBACK 5PTS 1.6L 4CIL 101HP AUT (ASG),2015,AUT,4,101,1.6,AUTOS SUBCOMPACTOS
SEDAN 4PTS 1.6L 4CIL 101HP AUT (ASG),2015,AUT,4,101,1.6,AUTOS SUBCOMPACTOS
HATCHBACK 5PTAS 1.6L 4CIL 101HP ASG FRONT,2017,ASG,4,101,1.6,AUTOS SUBCOMPACTOS
LS SEDAN 4PTS 1.6L 4CIL 115HP MAN,2016,MAN,4,115,1.6,AUTOS SUBCOMPACTOS
LT SEDAN 4PTS 1.6L 4CIL 115HP MAN,2016,MAN,4,115,1.6,AUTOS SUBCOMPACTOS
LS 4PTAS 1.6L 4CIL 114HP MAN,2017,MAN,4,114,1.6,AUTOS SUBCOMPACTOS
LT 4PTAS 1.6L 4CIL 114HP MAN,2017,MAN,4,114,1.6,AUTOS SUBCOMPACTOS
2PTS 1.0L 3CIL 83HP AUT,2011,AUT,3,83,1.0,AUTOS SUBCOMPACTOS
2/3PTS 1.0L 3CIL 101HP AUT TURBO,2013,AUT,3,101,1.0,AUTOS SUBCOMPACTOS
STYLE 3/5PTS 1.6L 4CIL 105HP DSG,2013,DSG,4,105,1.6,AUTOS SUBCOMPACTOS
COUPE 3PTS 1.0L 3CIL 101HP AUT TURBO,2014,AUT,3,101,1.0,AUTOS SUBCOMPACTOS
3PTS 1.2L 4CIL 70HP MAN,2011,M5,4,70,1.2,AUTOS SUBCOMPACTOS
3PTS 1.4L 4CIL 100HP MAN,2011,M6,4,100,1.4,AUTOS SUBCOMPACTOS
5PTS 1.6L 4CIL 105HP DSG,2014,DSG,4,105,1.6,AUTOS SUBCOMPACTOS
4/5PTS 1.3L 4CIL 87HP AUT,2016,AUT,4,87,1.3,AUTOS SUBCOMPACTOS
SEDAN 4PTAS 1.3L 4CIL 87HP AUT,2017,AUT,4,87,1.3,AUTOS SUBCOMPACTOS
CUPRA 3PTS 1.4L 4CIL 180HP DSG TURBO,2015,DSG,4,180,1.4,AUTOS SUBCOMPACTOS
SEDAN 4PTAS 1.6L 4CIL 101HP ASG FRONT,2016,ASG,4,101,1.6,AUTOS SUBCOMPACTOS
SEDAN 4PTAS 1.6L 4CIL 101HP ASG FRONT,2017,ASG,4,101,1.6,AUTOS SUBCOMPACTOS
HATCH 5PTAS 1.5L 3CIL 136HP AUT TURBO,2016,AUT,3,136,1.5,AUTOS SUBCOMPACTOS
HATCHBACK 5PTAS 1.5L 3CIL 136HP TURBO AUT,2017,AUT,3,136,1.5,AUTOS SUBCOMPACTOS
5PTS 1.6L 4CIL 109HP MAN,2015,MAN,4,109,1.6,AUTOS SUBCOMPACTOS
5PTS 1.6L 4CIL 109HP MAN,2016,MAN,4,109,1.6,AUTOS SUBCOMPACTOS
5PTS 1.2L 4CIL 105HP DSG TURBO,2014,DSG,4,105,1.2,AUTOS SUBCOMPACTOS
5PTS 1.2L 4CIL105HP MAN TURBO,2014,MAN,4,105,1.2,AUTOS SUBCOMPACTOS
GTI 3PTS 1.4L 4CIL180HP DSG BITURBO,2014,DSG,4,180,1.4,AUTOS SUBCOMPACTOS
4PTS 1.6L 4CIL 120HP AUT,2016,AUT,4,120,1.6,AUTOS SUBCOMPACTOS
SEDAN 4PTAS 1.6L 4CIL 120HP AUT,2017,AUT,4,120,1.6,AUTOS SUBCOMPACTOS
HATCHBACK 5PTAS 1.6L 4CIL 120HP AUT,2017,AUT,4,120,1.6,AUTOS SUBCOMPACTOS
SEDAN 4/5PTAS 1.6L 4CIL 120HP ECOBOOST AUT,2018,AUT,4,120,1.6,AUTOS SUBCOMPACTOS
3/5PTS 1.2L 4CIL 105HP MAN TURBO,2013,MAN,4,105,1.2,AUTOS SUBCOMPACTOS
3/5PTS 1.4L 4CIL 180HP DSG TURBO,2013,DSG,4,180,1.4,AUTOS SUBCOMPACTOS
3/5PTS 1.2L 4CIL 105HP DSG TURBO,2013,DSG,4,105,1.2,AUTOS SUBCOMPACTOS
COUPE 3PTS 1.4L 4CIL 150HP DSG TURBO,2015,DSG,4,150,1.4,AUTOS SUBCOMPACTOS
5PTS 1.6L 4CIL 105HP MAN,2015,MAN,4,105,1.6,AUTOS SUBCOMPACTOS
3/5PTAS 1.6L 4CIL110HP TIP,2016,TIPT,4,110,1.6,AUTOS SUBCOMPACTOS
3/5PTAS 1.6L 4CIL110HP TIP,2017,TIPT,4,110,1.6,AUTOS SUBCOMPACTOS
4PTS 1.6L 4CIL 120HP MAN,2016,MAN,4,120,1.6,AUTOS SUBCOMPACTOS
5PTS 1.6L 4CIL 120HP MAN,2016,MAN,4,120,1.6,AUTOS SUBCOMPACTOS
SEDAN 4PTAS 1.6L 4CIL 120HP MAN,2017,MAN,4,120,1.6,AUTOS SUBCOMPACTOS
HATCHBACK 5PTAS 1.6L 4CIL 120HP MAN,2017,MAN,4,120,1.6,AUTOS SUBCOMPACTOS
SEDAN 4/5PTAS 1.6L 4CIL 120HP ECOBOOST MAN,2018,MAN,4,120,1.6,AUTOS SUBCOMPACTOS
SEDAN 4PTS 1.6L 4CIL 105HP MAN,2015,MAN,4,105,1.6,AUTOS SUBCOMPACTOS
HATCHBACK 5PTS 1.6L 4CIL 101HP ASG FRONT,2016,ASG,4,101,1.6,AUTOS SUBCOMPACTOS
ABARTH 3PTS 1.4L 4CIL 160HP MAN TURBO,2012,MAN,4,160,1.4,AUTOS SUBCOMPACTOS
ABARTH 3PTS 1.4L 4CIL 160HP MAN TURBO,2013,MAN,4,160,1.4,AUTOS SUBCOMPACTOS
5PTS 1.6L 4CIL 106HP MAN,2012,MAN,4,106,1.6,AUTOS SUBCOMPACTOS
5PTS 1.6L 4CIL 106HP MAN,2013,MAN,4,106,1.6,AUTOS SUBCOMPACTOS
ABARTH 3PTS 1.4L 4CIL 160HP MAN TURBO,2015,MAN,4,160,1.4,AUTOS SUBCOMPACTOS
3/5PTS 1.4L 4CIL 150HP DSG TSI TURBO,2011,DSG,4,150,1.4,AUTOS SUBCOMPACTOS
3/5PTS 1.4L 4CIL 150HP DSG TURBO,2012,DSG,4,150,1.4,AUTOS SUBCOMPACTOS
3/5PTS 1.4L 4CIL 150HP DSG TURBO,2013,DSG,4,150,1.4,AUTOS SUBCOMPACTOS
5PTS 1.2L 4CIL 60HP MAN,2011,MAN,4,60,1.2,AUTOS SUBCOMPACTOS
5PTS 1.2L 4CIL 60HP AUT,2011,AUT,4,60,1.2,AUTOS SUBCOMPACTOS
5PTS 1.2L 4CIL 60HP MAN,2012,MAN,4,60,1.2,AUTOS SUBCOMPACTOS
5PTS 1.2L 4CIL 60HP AUT,2012,AUT,4,60,1.2,AUTOS SUBCOMPACTOS
5PTS 1.2L 4CIL 60HP MAN,2013,MAN,4,60,1.2,AUTOS SUBCOMPACTOS
5PTS 1.6L 4CIL 106HP AUT,2012,AUT,4,106,1.6,AUTOS SUBCOMPACTOS
5PTS 1.6L 4CIL 106HP AUT,2013,AUT,4,106,1.6,AUTOS SUBCOMPACTOS
RS 5PTS 1.4L 4CIL 138HP MAN TURBO,2014,MAN,4,138,1.4,AUTOS SUBCOMPACTOS
RS 5PTS 1.4L 4CIL 138HP MAN TURBO,2015,MAN,4,138,1.4,AUTOS SUBCOMPACTOS
COUPE 3PTS 1.4L 4CIL 150HP DSG TURBO,2014,DSG,4,150,1.4,AUTOS SUBCOMPACTOS
HATCHBACK 5PTS 1.6L 4CIL 100HP MAN,2015,MAN,4,100,1.6,AUTOS SUBCOMPACTOS
SEDAN 4PTS 1.6L 4CIL 100HP MAN,2015,MAN,4,100,1.6,AUTOS SUBCOMPACTOS
HATCHBACK 5PTAS 1.6L 4CIL 101HP MAN FRONT,2017,MAN,4,101,1.6,AUTOS SUBCOMPACTOS
SEDAN 4PTAS 1.6L 4CIL 101HP MAN FRONT,2017,MAN,4,101,1.6,AUTOS SUBCOMPACTOS
RS 5PTS 1.4L 4CIL 138HP MAN TURBO,2016,MAN,4,138,1.4,AUTOS SUBCOMPACTOS
