Versión,Modelo,Trans.,Cilindros,Potencia (HP),Tamaño (L),Categoría
CARRERA 4S CABRIOLET 4X4 2PTS 3.8L 6CIL 408HP PDK,2012,PDK,6,408,3.8,AUTOS DEPORTIVOS
CARRERA 4S COUPE 4X4 2PTS 3.8L 6CIL 408HP MAN,2012,MAN,6,408,3.8,AUTOS DEPORTIVOS
CARRERA 4S COUPE 4X4 2PTS 3.8L 6CIL 408HP PDK,2012,PDK,6,408,3.8,AUTOS DEPORTIVOS
GTI 35 3PTS 2.0L 4CIL 235HP MAN FSI TURBO,2012,MAN,4,235,2.0,AUTOS DEPORTIVOS
CABRIOLET 2PTAS 3.0L 6CIL 420HP MAN T,2017,MAN,6,420,3.0,AUTOS DEPORTIVOS
CABRIOLET 2 PTAS 3.0L 6CIL 420HP MAN TRACCION INTEGRAL,2017,MAN,6,420,3.0,AUTOS DEPORTIVOS
CABRIOLET 2PTAS 3.8L 6CIL 580HP PDK TRACCION INTEGRAL,2017,PDK,6,580,3.8,AUTOS DEPORTIVOS
CARRERA 4S 2PTAS 3.0L 6CIL 420HP MAN TRACCION INTEGRAL,2017,MAN,6,420,3.0,AUTOS DEPORTIVOS
CARRERA S 2PTAS 3.0L 6CIL 420HP MAN,2017,MAN,6,420,3.0,AUTOS DEPORTIVOS
TARGA 4S 2PTAS 3.0L 6CIL 420HP MAN TRACCION INTEGRAL,2017,MAN,6,420,3.0,AUTOS DEPORTIVOS
TURBO 2PTAS 3.8L 6CIL 580HP PDK TRACCION INTEGRAL,2017,PDK,6,580,3.8,AUTOS DEPORTIVOS
CABRIOLET/ TARGA 4 2PTS 3.4L 6CIL 350HP MAN INTEGRAL,2016,MAN,6,350,3.4,AUTOS DEPORTIVOS
CABRIOLET 2PTAS 3.0L 6CIL 420HP MAN T,2016,MAN,6,420,3.0,AUTOS DEPORTIVOS
CABRIOLET 2 PTAS 3.0L 6CIL 420HP MAN TRACCION INTEGRAL,2016,MAN,6,420,3.0,AUTOS DEPORTIVOS
CABRIOLET 2PTAS 3.8L 6CIL 580HP PDK TRACCION INTEGRAL,2016,PDK,6,580,3.8,AUTOS DEPORTIVOS
CARRERA 4S 2PTAS 3.0L 6CIL 420HP MAN TRACCION INTEGRAL,2016,MAN,6,420,3.0,AUTOS DEPORTIVOS
CARRERA S 2PTAS 3.0L 6CIL 420HP MAN,2016,MAN,6,420,3.0,AUTOS DEPORTIVOS
TARGA 4S 2PTAS 3.0L 6CIL 420HP MAN TRACCION INTEGRAL,2016,MAN,6,420,3.0,AUTOS DEPORTIVOS
TURBO 2PTAS 3.8L 6CIL 580HP PDK TRACCION INTEGRAL,2016,PDK,6,580,3.8,AUTOS DEPORTIVOS
LT COUPE 2PTS 3.6L 6CIL 312HP MAN,2014,MAN,6,312,3.6,AUTOS DEPORTIVOS
COUPE 2PTS 3.6L 6CIL 323HP AUT,2015,AUT,6,323,3.6,AUTOS DEPORTIVOS
CARRERA S COUPE 2PTS 3.8L 6CIL 400HP MAN,2015,MAN,6,400,3.8,AUTOS DEPORTIVOS
CARRERA 4S COUPE 2PTS 3.8L 6CIL 400HP MAN TRACCIÓN INTEGRAL,2015,MAN,6,400,3.8,AUTOS DEPORTIVOS
TARGA 4 2PTS 3.4L 6CIL 350HP MAN TRACCIÓN INTEGRAL,2015,MAN,6,350,3.4,AUTOS DEPORTIVOS
TARGA 4S 2PTS 3.8L 6CIL 400HP MAN TRACCIÓN INTEGRAL,2015,MAN,6,400,3.8,AUTOS DEPORTIVOS
COUPE 2PTAS 3.4L 6CIL 350HP MAN INTEGRAL,2017,MAN,6,350,3.4,AUTOS DEPORTIVOS
CABRIOLET 4 GTS 2PTAS 3.8L 6CIL 430HP MAN TRACCION INTEGRAL,2017,MAN,6,430,3.8,AUTOS DEPORTIVOS
CABRIOLET 4 2PTAS 3.4L 6CIL 350HP MAN INTEGRAL TURBO,2017,MAN,6,350,3.4,AUTOS DEPORTIVOS
CARRERA 2S CABRIOLET 2PTAS 3.8L 6CIL 400HP MAN,2017,MAN,6,400,3.8,AUTOS DEPORTIVOS
CARRERA 4 GTS 2PTAS 3.8L 6CIL 430HP MAN TRACCION INTEGRAL,2017,MAN,6,430,3.8,AUTOS DEPORTIVOS
CARRERA 4S 2 PTAS 3.8L 6 CIL 400HP MAN INTEGRAL,2017,MAN,6,400,3.8,AUTOS DEPORTIVOS
CARRERA GTS 2PTAS 3.8L 6CIL 430HP MAN,2017,MAN,6,430,3.8,AUTOS DEPORTIVOS
GTS CABRIOLET 2PTAS 3.8L 6CIL 430HP MAN,2017,MAN,6,430,3.8,AUTOS DEPORTIVOS
TARGA 4 2PTAS 3.4L 6CIL 350HP MAN INTEGRAL,2017,MAN,6,350,3.4,AUTOS DEPORTIVOS
TARGA 4S 2PTAS 3.8L 6 CIL 400HP MAN INTEGRAL,2017,MAN,6,400,3.8,AUTOS DEPORTIVOS
TARGA GTS 2PTAS 3.8L 6CIL 430HP MAN TRACCION INTEGRAL,2017,MAN,6,430,3.8,AUTOS DEPORTIVOS
COUPE 2PTAS 3.4L 6CIL 350HP MAN INTEGRAL,2016,MAN,6,350,3.4,AUTOS DEPORTIVOS
CABRIOLET 4 GTS 2PTAS 3.8L 6CIL 430HP MAN TRACCION INTEGRAL,2016,MAN,6,430,3.8,AUTOS DEPORTIVOS
CARRERA 4 GTS 2PTAS 3.8L 6CIL 430 HP MAN TRACCION INTEGRAL,2016,MAN,6,430,3.8,AUTOS DEPORTIVOS
CARRERA GTS 2PTAS 3.8L 6CIL 430HP MAN,2016,MAN,6,430,3.8,AUTOS DEPORTIVOS
GTS CABRIOLET 2PTAS 3.8L 6CIL 430HP MAN,2016,MAN,6,430,3.8,AUTOS DEPORTIVOS
TARGA GTS 2PTAS 3.8L 6CIL 430HP MAN TRACCION INTEGRAL,2016,MAN,6,430,3.8,AUTOS DEPORTIVOS
CARRERA COUPE 2PTS 3.4L 6CIL 350HP PDK,2014,PDK,6,350,3.4,AUTOS DEPORTIVOS
BOXSTER S 2PTS 3.4L 6CIL 315HP PDK,2014,PDK,6,315,3.4,AUTOS DEPORTIVOS
COUPE 2PTS 6.2L 8CIL 455HP,2016,AUT,8,455,6.2,AUTOS DEPORTIVOS
SS-8 COUPE 2PTAS 6.2L 8CIL 455HP AUT,2017,AUT,8,455,6.2,AUTOS DEPORTIVOS
SS 2PTAS 6.2L 8CIL 455HP AUT,2018,AUT,8,455,6.2,AUTOS DEPORTIVOS
SHAWD 4WD 3.7L 6CIL 305HP AUT,2011,AUT,6,305,3.7,AUTOS DEPORTIVOS
CARRERA CABRIOLET 2PTS 3.4L 6CIL 350HP PDK,2014,PDK,6,350,3.4,AUTOS DEPORTIVOS
TARGA 4 2PTAS 3.0L 6CIL 370HP MAN TRACCION INTEGRAL,2017,MAN,6,370,3.0,AUTOS DEPORTIVOS
TARGA 4 2PTAS 3.0L 6CIL 370HP MAN TRACCION INTEGRAL,2016,MAN,6,370,3.0,AUTOS DEPORTIVOS
SS COUPE 2PTS 6.2L 8CIL 400HP MAN,2014,MAN,8,400,6.2,AUTOS DEPORTIVOS
BOXSTER 2PTS 2.7L 6CIL 265HP MAN,2014,MAN,6,265,2.7,AUTOS DEPORTIVOS
2PTS 6.2L 8CIL 400HP AUT,2011,AUT,8,400,6.2,AUTOS DEPORTIVOS
2PTS 6.2L 8CIL 426HP MAN,2011,M6,8,426,6.2,AUTOS DEPORTIVOS
SS 2PTS 6.2L 8CIL 426HP MAN,2012,MAN,8,426,6.2,AUTOS DEPORTIVOS
SS COUPE 2PTS 6.2L 8CIL 400HP AUT,2012,AUT,8,400,6.2,AUTOS DEPORTIVOS
SS COUPE 2PTS 6.2L 8CIL 400HP AUT,2013,AUT,8,400,6.2,AUTOS DEPORTIVOS
SS COUPE 2PTS 6.2L 8CIL 426HP MAN,2013,MAN,8,426,6.2,AUTOS DEPORTIVOS
2PTS 3.7L 6CIL 305HP AUT,2011,AUT,6,305,3.7,AUTOS DEPORTIVOS
2PTS 3.7L 6CIL 305HP AUT,2012,AUT,6,305,3.7,AUTOS DEPORTIVOS
GTI 35 3PTS 2.0L 4CIL 235HP DSG FSI TURBO,2012,DSG,4,235,2.0,AUTOS DEPORTIVOS
2PTS 3.7L 6CIL 305HP AUT,2013,AUT,6,305,3.7,AUTOS DEPORTIVOS
GT3 RS 2PTAS 4.0L 6CIL 500HP PDK,2017,PDK,6,500,4.0,AUTOS DEPORTIVOS
GT3 RS 2PTAS 4.0L 6CIL 500HP PDK,2016,PDK,6,500,4.0,AUTOS DEPORTIVOS
COUPE 2PTS 6.2L 8CIL 426HP MAN,2015,MAN,8,426,6.2,AUTOS DEPORTIVOS
COUPE 2PTS 3.7L 6CIL 300HP MAN,2015,MAN,6,300,3.7,AUTOS DEPORTIVOS
SS COUPE 2PTS 6.2L 8CIL 426HP AUT,2014,AUT,8,426,6.2,AUTOS DEPORTIVOS
2PTS 6.2L 8CIL 455HP AUT,2014,AUT,8,455,6.2,AUTOS DEPORTIVOS
COUPE 2PTS 6.2L 8CIL 455HP AUT,2015,AUT,8,455,6.2,AUTOS DEPORTIVOS
COUPE GT 2PTS 3.8L 6CIL 260HP AUT,2011,S TRONIC,6,260,3.8,AUTOS DEPORTIVOS
2PTS 3.8L 6CIL 260HP MAN,2012,AUT,6,260,3.8,AUTOS DEPORTIVOS
CARRERA S COUPE 2PTS 3.8L 6CIL 400HP PDK,2014,PDK,6,400,3.8,AUTOS DEPORTIVOS
GT 2PTS 5.0L 8CIL 435HP MAN,2016,MAN,8,435,5.0,AUTOS DEPORTIVOS
SHELBY GT 500 2PTS 5.8L 8CIL 650HP MAN,2014,MAN,8,650,5.8,AUTOS DEPORTIVOS
GT 2PTS 5.0L 8CIL 412HP MAN,2014,MAN,8,412,5.0,AUTOS DEPORTIVOS
R/T 2PTS 5.7L 8CIL 372HP AUT,2011,AUT,8,372,5.7,AUTOS DEPORTIVOS
CARRERA S CABRIOLET 2PTS 3.8L 6CIL 400HP PDK,2014,PDK,6,400,3.8,AUTOS DEPORTIVOS
2PTS 3.8L 6CIL 260HP MAN,2011,MAN,6,260,3.8,AUTOS DEPORTIVOS
ST 2PTS 3.7L 6CIL 305HP MAN,2012,MAN,6,305,3.7,AUTOS DEPORTIVOS
ST 2PTS 3.7L 6CIL 305HP MAN,2013,MAN,6,305,3.7,AUTOS DEPORTIVOS
CARRERA 4S COUPE 4X4 2PTS 3.8L 6CIL 400HP PDK,2014,PDK,6,400,3.8,AUTOS DEPORTIVOS
CARRERA COUPE 2PTS 3.4L 6CIL 350HP MAN,2014,MAN,6,350,3.4,AUTOS DEPORTIVOS
2PTS 6.2L 8CIL 430HP AUT,2011,AUT,8,430,6.2,AUTOS DEPORTIVOS
COUPE 2PTS 6.2L 8CIL 430HP AUT,2012,AUT,8,430,6.2,AUTOS DEPORTIVOS
2PTS 6.2L 8CIL 430HP AUT,2013,AUT,8,430,6.2,AUTOS DEPORTIVOS
CARRERA 4S CABRIOLET 4X4 2PTS 3.8L 6CIL 400HP PDK,2014,PDK,6,400,3.8,AUTOS DEPORTIVOS
GT CONVERTIBLE 2PTAS 5.0L 8CIL 420HP AUT,2016,AUT,8,420,5.0,AUTOS DEPORTIVOS
CARRERA 2S COUPE 2PTS 3.8L 6CIL 400HP MAN,2013,MAN,6,400,3.8,AUTOS DEPORTIVOS
CARRERA 2S CABRIOLET 2PTS 3.8L 6CIL 400HP MAN,2013,MAN,6,400,3.8,AUTOS DEPORTIVOS
CARRERA 4S COUPE 4X4 2PTS 3.8L 6CIL 408HP MAN,2013,MAN,6,408,3.8,AUTOS DEPORTIVOS
CARRERA 4S CABRIOLET 4X4 2PTS 3.8L 6CIL 408HP MAN,2013,MAN,6,408,3.8,AUTOS DEPORTIVOS
SXT 2PTS 3.6L 6CIL 305HP AUT,2014,AUT,6,305,3.6,AUTOS DEPORTIVOS
BLACKLINE 2PTS 3.6L 6CIL 305HP AUT,2015,AUT,6,305,3.6,AUTOS DEPORTIVOS
SHELBY GT350 2PTS 5.2L 8CIL 526HP MAN,2016,MAN,8,526,5.2,AUTOS DEPORTIVOS
CARRERA CABRIOLET 2PTS 3.4L 6CIL 350HP MAN,2014,MAN,6,350,3.4,AUTOS DEPORTIVOS
BOXSTER S 2PTS 3.4L 6CIL 315HP MAN,2014,MAN,6,315,3.4,AUTOS DEPORTIVOS
GT V8 COUPE 2PTAS 5.0L 8CIL 435HP MAN,2017,MAN,8,435,5.0,AUTOS DEPORTIVOS
2PTS 5.0L 8CIL 412HP MAN,2011,M6,8,412,5.0,AUTOS DEPORTIVOS
2PTS 5.0L 8CIL 412HP AUT,2011,AUT,8,412,5.0,AUTOS DEPORTIVOS
2PTS 5.0L 8CIL 412HP MAN,2012,MAN,8,412,5.0,AUTOS DEPORTIVOS
2PTS 5.0L 8CIL 412HP AUT,2012,AUT,8,412,5.0,AUTOS DEPORTIVOS
2PTS 5.0L 8CIL 412HP MAN,2013,MAN,8,412,5.0,AUTOS DEPORTIVOS
2PTS 5.0L 8CIL 412HP AUT,2013,AUT,8,412,5.0,AUTOS DEPORTIVOS
GT3 COUPE 2PTS 3.8L 6CIL 475HP PDK,2015,PDK,6,475,3.8,AUTOS DEPORTIVOS
GT3 2PTAS 3.8L 6CIL 475HP PDK,2017,PDK,6,475,3.8,AUTOS DEPORTIVOS
GT3 2PTAS 3.8L 6CIL 475 HP PDK,2016,PDK,6,475,3.8,AUTOS DEPORTIVOS
COUPE RWD 2PTS 6.2L 8CIL 455HP AUT,2016,AUT,8,455,6.2,AUTOS DEPORTIVOS
SHELBY GT 500 2PTS 5.4L 8CIL 550HP MAN,2011,M6,8,550,5.4,AUTOS DEPORTIVOS
2PTS 3.7L 6CIL 329HP MAN,2011,M6,6,329,3.7,AUTOS DEPORTIVOS
2PTS 3.7L 6CIL 329HP AUT,2011,AUT,6,329,3.7,AUTOS DEPORTIVOS
2PTS 3.7L 6CIL 329HP AUT,2012,AUT,6,329,3.7,AUTOS DEPORTIVOS
2PTS 3.7L 6CIL 329HP MAN,2012,MAN,6,329,3.7,AUTOS DEPORTIVOS
SHELBY 2PTS 5.4L 8CIL 550HP MAN,2012,MAN,8,550,5.4,AUTOS DEPORTIVOS
2PTS 3.7L 6CIL 329HP MAN,2014,MAN,6,329,3.7,AUTOS DEPORTIVOS
2PTS 3.7L 6CIL 329HP AUT,2014,AUT,6,329,3.7,AUTOS DEPORTIVOS
SPORTBACK 4PTS 3.2L 6CIL 265HP S TRONIC FSI QUATTRO,2011,S TRONIC,4,265,3.2,AUTOS DEPORTIVOS
SPORTBACK 4X4 5PTS 3.2L 6CIL 265HP STRONIC QUATTRO FSI,2012,S TRONIC,6,265,3.2,AUTOS DEPORTIVOS
R/T 2PTS 5.7L 8CIL 372HP AUT,2012,AUT,8,372,5.7,AUTOS DEPORTIVOS
R/T 2PTS 5.7L 8CIL 372HP AUT,2013,AUT,8,372,5.7,AUTOS DEPORTIVOS
TURBO COUPE 2PTS 3.8L 6CIL 520HP PDK TRACCIÓN INTEGRAL,2014,PDK,6,520,3.8,AUTOS DEPORTIVOS
TURBO S COUPE 2PTS 3.8L 6CIL 560HP PDK TRACCIÓN INTEGRAL,2014,PDK,6,560,3.8,AUTOS DEPORTIVOS
COUPE 2PTS 6.2L 8CIL 400HP AUT,2015,AUT,8,400,6.2,AUTOS DEPORTIVOS
COUPE Z51 2PTAS 6.2L 8CIL 455HP AUT,2017,AUT,8,455,6.2,AUTOS DEPORTIVOS
STINGRAY 2PTAS 6.2L 8CIL 455HP AUT,2018,AUT,8,455,6.2,AUTOS DEPORTIVOS
CARRERA S COUPE 2PTS 3.8L 6CIL 400HP MAN,2014,MAN,6,400,3.8,AUTOS DEPORTIVOS
ZL1 COUPE 2PTS 6.2L 8CIL 580HP MAN,2013,MAN,8,580,6.2,AUTOS DEPORTIVOS
ZL1 COUPE 2PTS 6.2L 8CIL 580HP MAN,2014,MAN,8,580,6.2,AUTOS DEPORTIVOS
ZL1 COUPE 2PTS 6.2L 8CIL 580HP AUT,2014,AUT,8,580,6.2,AUTOS DEPORTIVOS
ZL1 COUPE 2PTS 6.2L 8CIL 580HP MAN,2015,MAN,8,580,6.2,AUTOS DEPORTIVOS
ZL1 COUPE 2PTS 6.2L 8CIL 580HP AUT,2015,AUT,8,580,6.2,AUTOS DEPORTIVOS
RALLYE REDLINE 2PTS 3.6L 6CIL 305HP AUT,2014,AUT,6,305,3.6,AUTOS DEPORTIVOS
ZR1 2PTS 6.2L 8CIL 638HP MAN,2013,MAN,8,638,6.2,AUTOS DEPORTIVOS
CARRERA S CABRIOLET 2PTS 3.8L 6CIL 400HP MAN,2014,MAN,6,400,3.8,AUTOS DEPORTIVOS
SCAT PACK 2PTAS 6.4L 8CIL 485HP AUT,2016,AUT,8,485,6.4,AUTOS DEPORTIVOS
GT3 2PTS 4.0L 6CIL 500HP MAN,2012,MAN,6,500,4.0,AUTOS DEPORTIVOS
2PTS 6.2L 8CIL 430HP MAN,2013,MAN,8,430,6.2,AUTOS DEPORTIVOS
2PTS 6.2L 8CIL 430HP MAN,2011,M6,8,430,6.2,AUTOS DEPORTIVOS
COUPE 2PTS 6.2L 8CIL 430HP MAN,2012,MAN,8,430,6.2,AUTOS DEPORTIVOS
CARRERA 4S COUPE 4X4 2PTS 3.8L 6CIL 400HP MAN,2014,MAN,6,400,3.8,AUTOS DEPORTIVOS
CARRERA 4S CABRIOLET 4X4 2PTS 3.8L 6CIL 400HP MAN,2014,MAN,6,400,3.8,AUTOS DEPORTIVOS
SHELBY GT 350 COUPE 2PTAS 5.2L 8CIL 526HP MAN,2017,MAN,8,526,5.2,AUTOS DEPORTIVOS
SRT-8 2PTS 6.4L 8CIL 470HP AUT,2011,AUT,8,470,6.4,AUTOS DEPORTIVOS
R 2PTAS 4.0L 6CIL 500HP MAN,2017,MAN,6,500,4.0,AUTOS DEPORTIVOS
R 2PTAS 4.0L 6CIL 500HP MAN,2016,MAN,6,500,4.0,AUTOS DEPORTIVOS
COUPE RWD 2PTS 6.2L 8CIL 625HP AUT SUPER CARGADO,2016,AUT,8,625,6.2,AUTOS DEPORTIVOS
COUPE Z06 2PTAS 6.2L 8CIL 625HP AUT SUPER CARGADO,2017,AUT,8,625,6.2,AUTOS DEPORTIVOS
Z06 2PTAS 6.2L 8CIL 625HP AUT,2018,AUT,8,625,6.2,AUTOS DEPORTIVOS
SRT-8 2PTS 6.4L 8CIL 470HP AUT,2012,AUT,8,470,6.4,AUTOS DEPORTIVOS
SRT-8 2PTS 6.4L 8CIL 470HP AUT,2013,AUT,8,470,6.4,AUTOS DEPORTIVOS
R/T 2PTS 5.7L 8CIL 372HP AUT,2014,AUT,8,372,5.7,AUTOS DEPORTIVOS
SRT-8 2PTS 6.4L 8CIL 470HP AUT,2014,AUT,8,470,6.4,AUTOS DEPORTIVOS
SUPERCHARGED SRT 2PTAS 6.2L 8CIL 707HP AUT,2016,AUT,8,707,6.2,AUTOS DEPORTIVOS
ZL1 COUPE 2PTAS 6.2L 8CIL 650HP AUT,2018,AUT,8,650,6.2,AUTOS DEPORTIVOS
ZL1 CONVERTIBLE 2PTAS 6.2L 8CIL 650HP SUPERCARGADO AUT,2018,AUT,8,650,6.2,AUTOS DEPORTIVOS
2PTAS 6.2L 8CIL 650HP AUT SUPERCARGADO,2017,AUT,8,650,6.2,AUTOS DEPORTIVOS
CARRERA 2 COUPÉ 2PTS 3.6L 6CIL 345HP MAN,2011,MAN,6,345,3.6,AUTOS DEPORTIVOS
CARRERA 2 CABRIOLET 2PTS 3.6L 6CIL 345HP MAN,2011,MAN,6,345,3.6,AUTOS DEPORTIVOS
CARRERA 2 CABRIOLET 2PTS 3.6L 6CIL 350HP MAN,2012,MAN,6,350,3.6,AUTOS DEPORTIVOS
CARRERA 2 COUPE 2PTS 3.6L 6CIL 350HP MAN,2012,MAN,6,350,3.6,AUTOS DEPORTIVOS
TURBO COUPÉ 2PTS 3.8L 6CIL 500HP MAN QUATTRO,2013,MAN,6,500,3.8,AUTOS DEPORTIVOS
TURBO CABRIOLET 2PTS 3.8L 6CIL 500HP MAN QUATTRO,2013,MAN,6,500,3.8,AUTOS DEPORTIVOS
ZL1 COUPE 2PTS 6.2L 8CIL 580HP AUT,2013,AUT,8,580,6.2,AUTOS DEPORTIVOS
CARRERA 2 COUPÉ 2PTS 3.6L 6CIL 345HP PDK,2011,PDK,6,345,3.6,AUTOS DEPORTIVOS
CARRERA 2 CABRIOLET 2PTS 3.6L 6CIL 345HP PDK,2011,PDK,6,345,3.6,AUTOS DEPORTIVOS
CARRERA 2 CABRIOLET 2PTS 3.6L 6CIL 350HP PDK,2012,PDK,6,350,3.6,AUTOS DEPORTIVOS
CARRERA 2 COUPE 2PTS 3.6L 6CIL 350HP PDK,2012,PDK,6,350,3.6,AUTOS DEPORTIVOS
TURBO COUPÉ 2PTS 3.8L 6CIL 500HP MAN,2011,MAN,6,500,3.8,AUTOS DEPORTIVOS
TURBO CABRIOLET 2PTS 3.8L 6CIL 500HP MAN,2011,MAN,6,500,3.8,AUTOS DEPORTIVOS
TURBO COUPÉ 2PTS 3.8L 6CIL 500HP PDK QUATTRO,2011,PDK,6,500,3.8,AUTOS DEPORTIVOS
TURBO CABRIOLET 2PTS 3.8L 6CIL 500HP PDK QUATTRO,2011,PDK,6,500,3.8,AUTOS DEPORTIVOS
TURBO COUPÉ 2PTS 3.8L 6CIL 530HP PDK QUATTRO,2011,PDK,6,530,3.8,AUTOS DEPORTIVOS
TURBO CABRIOLET 2PTS 3.8L 6CIL 530HP PDK QUATTRO,2011,PDK,6,530,3.8,AUTOS DEPORTIVOS
CABRIOLET 4X4 2PTS 3.8L 6CIL 500HP MAN TURBO,2012,MAN,6,500,3.8,AUTOS DEPORTIVOS
CABRIOLET 4X4 2PTS 3.8L 6CIL 500HP PDK QUATTRO TURBO,2012,PDK,6,500,3.8,AUTOS DEPORTIVOS
CABRIOLET S 4X4 2PTS 3.8L 6CIL 530HP PDK QUATTRO TURBO,2012,PDK,6,530,3.8,AUTOS DEPORTIVOS
COUPE 4X4 2PTS 3.8L 6CIL 500HP MAN TURBO,2012,MAN,6,500,3.8,AUTOS DEPORTIVOS
COUPÉ 4X4 2PTS 3.8L 6CIL 500HP PDK QUATTRO TURBO,2012,PDK,6,500,3.8,AUTOS DEPORTIVOS
COUPÉ S 4X4 2PTS 3.8L 6CIL 530HP PDK QUATTRO TURBO,2012,PDK,6,530,3.8,AUTOS DEPORTIVOS
TURBO COUPÉ 2PTS 3.8L 6CIL 500HP PDK QUATTRO,2013,PDK,6,500,3.8,AUTOS DEPORTIVOS
TURBO CABRIOLET 2PTS 3.8L 6CIL 500HP PDK QUATTRO,2013,PDK,6,500,3.8,AUTOS DEPORTIVOS
TURBO S COUPÉ 2PTS 3.8L 6CIL 530HP PDK QUATTRO,2013,PDK,6,530,3.8,AUTOS DEPORTIVOS
TURBO S CABRIOLET 2PTS 3.8L 6CIL 530HP PDK QUATTRO,2013,PDK,6,530,3.8,AUTOS DEPORTIVOS
CARRERA 4 COUPÉ 2PTS 3.6L 6CIL 345HP MAN,2011,MAN,6,345,3.6,AUTOS DEPORTIVOS
CARRERA 4 CABRIOLET 2PTS 3.6L 6CIL 345HP MAN,2011,MAN,6,345,3.6,AUTOS DEPORTIVOS
CARRERA 4 CABRIOLET 4X4 2PTS 3.6L 6CIL 345HP MAN,2012,MAN,6,345,3.6,AUTOS DEPORTIVOS
CARRERA 4 COUPE 4X4 2PTS 3.6L 6CIL 345HP MAN,2012,MAN,6,345,3.6,AUTOS DEPORTIVOS
SRT COUPE 2PTS 8.4L 10CIL 640HP MAN,2014,MAN,10,640,8.4,AUTOS DEPORTIVOS
SRT GTS COUPE 2PTS 8.4L 10CIL 640HP MAN,2014,MAN,10,640,8.4,AUTOS DEPORTIVOS
GTS 2PTAS 8.4L 10CIL 645HP MAN,2016,MAN,10,645,8.4,AUTOS DEPORTIVOS
CARRERA 4 COUPÉ 2PTS 3.6L 6CIL 345HP PDK,2011,PDK,6,345,3.6,AUTOS DEPORTIVOS
CARRERA 4 CABRIOLET 2PTS 3.6L 6CIL 345HP PDK,2011,PDK,6,345,3.6,AUTOS DEPORTIVOS
CARRERA 4 CABRIOLET 4X4 2PTS 3.6L 6CIL 345HP PDK,2012,PDK,6,345,3.6,AUTOS DEPORTIVOS
CARRERA 4 COUPE 4X4 2PTS 3.6L 6CIL 345HP PDK,2012,PDK,6,345,3.6,AUTOS DEPORTIVOS
2PTS 5.2L 10CIL 610HP AUT,2015,AUT,10,610,5.2,AUTOS DEPORTIVOS
GT2 RS 2PTS 3.6L 6CIL 523HP MAN BITURBO,2011,MAN,6,620,3.6,AUTOS DEPORTIVOS
GT2 RS 2PTS 3.6L 6CIL 620HP MAN BITURBO,2012,MAN,6,620,3.6,AUTOS DEPORTIVOS
SC 2PTS 5.0L 8CIL 510HP AUT,2011,AUT,8,510,5.0,AUTOS DEPORTIVOS
SC 2PTS 5.0L 8CIL 510HP AUT,2012,AUT,8,510,5.0,AUTOS DEPORTIVOS
SC 2PTS 5.0L 8CIL 510HP AUT,2013,AUT,8,510,5.0,AUTOS DEPORTIVOS
GT3 2PTS 3.8L 6CIL 475HP PDK,2014,PDK,6,475,3.8,AUTOS DEPORTIVOS
SPORTBACK 4X4 5PTS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO,2012,S TRONIC,6,333,3.0,AUTOS DEPORTIVOS
GT3 2PTS 3.8L 6CIL 435HP MAN,2011,MAN,6,435,3.8,AUTOS DEPORTIVOS
GT3 2PTS 3.8L 6CIL 450HP MAN,2011,MAN,6,450,3.8,AUTOS DEPORTIVOS
GT3 2PTS 3.8L 6CIL 450HP MAN,2012,MAN,6,450,3.8,AUTOS DEPORTIVOS
COUPE 2WD 2PTS 5.2L 10CIL 550HP MAN,2013,MAN,10,550,5.2,AUTOS DEPORTIVOS
COUPÉ 2PTS 5.2L 10CIL 560HP MAN,2011,MAN,10,560,5.2,AUTOS DEPORTIVOS
SPYDER 2PTS 5.2L 10CIL 560HP MAN,2011,MAN,10,560,5.2,AUTOS DEPORTIVOS
COUPE 2PTS 5.2L 10CIL 560HP MAN,2013,MAN,10,560,5.2,AUTOS DEPORTIVOS
SPYDER 2PTS 5.2L 10CIL 560HP MAN,2013,MAN,10,560,5.2,AUTOS DEPORTIVOS
SUPERLEGGERA 2PTS 5.2L 10CIL 570HP MAN,2013,MAN,10,570,5.2,AUTOS DEPORTIVOS
2PTS 5.5L 8CIL 617HP AUT,2011,AUT,8,617,5.5,AUTOS DEPORTIVOS
COUPE 2PTS 6.5L 12CIL 700HP AUT,2013,AUT,12,700,6.5,AUTOS DEPORTIVOS
ROADSTER 2PTS 6.5L 12CIL 700HP AUT,2013,AUT,12,700,6.5,AUTOS DEPORTIVOS
COUPE 2PTS 6.5L 12CIL 700HP AUT,2016,AUT,12,700,6.5,AUTOS DEPORTIVOS
ROADSTER 2PTS 6.5L 12CIL 700HP AUT,2016,AUT,12,700,6.5,AUTOS DEPORTIVOS
SV COUPE 2PTS 6.5L 12CIL 700HP AUT,2016,AUT,12,750,6.5,AUTOS DEPORTIVOS
SV ROADSTER 2PTS 6.5L 12CIL 700HP AUT,2016,AUT,12,750,6.5,AUTOS DEPORTIVOS
2PTS 6.5L 12CIL 700HP AUT,2012,AUT,12,700,6.5,AUTOS DEPORTIVOS
COUPE 2PTS 6.5L 12CIL 650HP MAN,2013,MAN,12,650,6.5,AUTOS DEPORTIVOS
ROADSTER 2PTS 6.5L 12CIL 650HP MAN,2013,MAN,12,650,6.5,AUTOS DEPORTIVOS
